id,name,address,rent,utilities,deposits,bedrooms,bathrooms,sqft,lat,lng,step_free_entry,elevator,doorway_width,accessible_bathroom,accessible_parking,management_hours,lit_streets,distance_to_campus,walk_time,bus_frequency,accepts_international,no_ssn_required,allows_cosigner,anti_discrimination_policy,responsive_comms,description,images,amenities,pet_friendly,smoking_allowed,laundry,internet,utilities_included,air_conditioning,heating,security_features,neighborhood_safety_score,transit_score,walkability_score
11,Historic District Lofts,852 Heritage St,1350,170,2700,2,1,950,37.2350,-80.4190,false,false,32,false,true,9-18,true,1.1,18,22,false,false,true,true,false,"Renovated historic buildings with character",["historic1.jpg","historic2.jpg"],["Original Features","High Ceilings","Hardwood"],true,false,true,true,true,true,true,["Historic Security","Alarm"],78,70,75
12,Modern Heights,963 Tech Blvd,1500,190,3000,3,2,1100,37.2370,-80.4210,true,true,36,true,true,24/7,true,1.3,16,25,true,false,true,true,true,"Tech-focused apartments with smart home features",["modern1.jpg","modern2.jpg"],["Smart Home","Co-working","Gym"],true,false,true,true,true,true,true,["Smart Security","Keyless Entry"],90,75,80
13,Quiet Gardens,174 Garden Way,850,100,1700,1,1,550,37.2240,-80.4090,true,false,34,true,false,9-18,true,0.5,8,10,true,true,true,true,true,"Peaceful garden apartments with outdoor space",["garden1.jpg","garden2.jpg"],["Private Garden","Patio","Storage"],true,false,true,true,true,true,true,["Garden Security","Quiet Hours"],80,85,90
14,Urban Lofts,285 Urban St,1250,150,2500,2,1,850,37.2390,-80.4230,false,true,32,true,true,8-20,true,1.4,20,25,false,false,true,true,false,"Industrial-style lofts in the city center",["urban1.jpg","urban2.jpg"],["Exposed Brick","High Ceilings","City Views"],true,false,true,true,true,true,true,["Building Security","CCTV"],85,70,75
15,Family First Apartments,396 Family Dr,1000,120,2000,3,2,1000,37.2300,-80.4140,true,true,36,true,true,8-22,true,0.9,14,18,true,true,true,true,true,"Family-oriented apartments with child-friendly amenities",["family1.jpg","family2.jpg"],["Playground","Family Room","Storage"],true,false,true,true,true,true,true,["Family Security","Child Safety"],88,80,85
16,The Commons,507 Commons Ave,750,95,1500,1,1,500,37.2260,-80.4120,true,false,30,false,false,9-17,false,0.3,5,8,true,true,true,false,true,"Shared living spaces with community focus",["commons1.jpg","commons2.jpg"],["Common Kitchen","Study Room","Laundry"],false,false,true,true,false,true,true,["Community Security"],70,95,95
17,Luxury Towers,618 Luxury Ln,2000,250,4000,3,3,1500,37.2400,-80.4240,true,true,36,true,true,24/7,true,1.6,25,30,false,false,true,true,false,"Premium apartments with concierge service",["luxury1.jpg","luxury2.jpg"],["Concierge","Pool","Spa","Gym"],true,false,true,true,true,true,true,["24/7 Concierge","Valet"],95,60,65
18,Budget Bungalows,729 Budget Blvd,600,80,1200,1,1,400,37.2230,-80.4080,true,false,30,false,false,9-16,false,0.7,12,15,true,true,true,false,true,"Affordable single-story apartments",["budget1.jpg","budget2.jpg"],["Basic Amenities","Laundry"],false,false,true,true,false,true,true,["Basic Security"],60,85,90
19,The Pines,830 Pine St,1050,125,2100,2,1,700,37.2310,-80.4150,true,true,34,true,true,8-20,true,0.6,10,15,true,false,true,true,true,"Apartments surrounded by pine trees",["pines1.jpg","pines2.jpg"],["Nature Trail","BBQ Area","Storage"],true,false,true,true,true,true,true,["Natural Security","Well-lit"],82,85,88
20,City Center Apartments,941 Center St,1450,180,2900,2,2,950,37.2340,-80.4180,true,true,36,true,true,8-22,true,1.0,15,20,true,false,true,true,true,"Downtown apartments with city amenities",["center1.jpg","center2.jpg"],["City Views","Gym","Lounge"],true,false,true,true,true,true,true,["City Security","CCTV"],90,80,85
21,The Meadows,152 Meadow Ln,950,115,1900,2,1,750,37.2280,-80.4120,true,false,34,true,false,9-19,true,0.8,12,18,true,true,true,true,true,"Meadow-view apartments with outdoor space",["meadow1.jpg","meadow2.jpg"],["Meadow Access","Patio","Garden"],true,false,true,true,true,true,true,["Meadow Security","Natural"],78,85,90
22,Highland Heights,263 Highland Ave,1200,150,2400,2,2,850,37.2320,-80.4160,false,true,32,true,true,8-20,true,1.2,18,22,false,false,true,true,false,"Elevated apartments with mountain views",["highland1.jpg","highland2.jpg"],["Mountain Views","Fitness Center","Lounge"],true,false,true,true,true,true,true,["Elevated Security","CCTV"],85,70,75
23,The Gardens,374 Garden St,900,110,1800,1,1,600,37.2290,-80.4130,true,false,34,true,false,9-18,true,0.5,8,12,true,true,true,true,true,"Garden apartments with green spaces",["gardens1.jpg","gardens2.jpg"],["Private Garden","Composting","Green Roof"],true,false,true,true,true,true,true,["Garden Security","Eco-friendly"],80,90,92
24,Student Suites,485 Suite Ave,800,100,1600,1,1,500,37.2270,-80.4110,true,false,30,false,false,9-17,false,0.4,6,10,true,true,true,false,true,"Furnished student suites with utilities included",["suite1.jpg","suite2.jpg"],["Furnished","Utilities Included","Study Desk"],false,false,true,true,false,true,true,["Student Security"],75,95,95
25,The Plaza,596 Plaza Dr,1350,170,2700,2,2,900,37.2350,-80.4190,true,true,36,true,true,8-22,true,1.1,16,20,true,false,true,true,true,"Plaza apartments with shopping access",["plaza1.jpg","plaza2.jpg"],["Shopping Access","Gym","Lounge"],true,false,true,true,true,true,true,["Plaza Security","CCTV"],88,75,80
26,Woodland Apartments,707 Woodland Rd,1000,120,2000,2,1,750,37.2300,-80.4140,true,false,34,true,false,9-19,true,0.7,11,15,true,true,true,true,true,"Woodland apartments with nature access",["woodland1.jpg","woodland2.jpg"],["Nature Trail","BBQ Area","Storage"],true,false,true,true,true,true,true,["Woodland Security","Natural"],82,85,88
27,The Heights,818 Height St,1500,190,3000,3,2,1100,37.2370,-80.4210,true,true,36,true,true,8-20,true,1.3,18,25,true,false,true,true,true,"High-rise apartments with panoramic views",["heights1.jpg","heights2.jpg"],["Panoramic Views","Rooftop","Gym"],true,false,true,true,true,true,true,["Height Security","CCTV"],90,75,80
28,Valley View,929 Valley Rd,1100,140,2200,2,1,800,37.2330,-80.4170,true,false,34,true,false,9-18,true,0.8,12,18,true,true,true,true,true,"Valley-view apartments with scenic surroundings",["valley1.jpg","valley2.jpg"],["Valley Views","Patio","Garden"],true,false,true,true,true,true,true,["Valley Security","Scenic"],85,80,85
29,The Commons II,140 Commons St,750,95,1500,1,1,500,37.2260,-80.4120,true,false,30,false,false,9-17,false,0.3,5,8,true,true,true,false,true,"Second location of shared living spaces",["commons2-1.jpg","commons2-2.jpg"],["Common Kitchen","Study Room","Laundry"],false,false,true,true,false,true,true,["Community Security"],70,95,95
30,Sunrise Apartments,251 Sunrise Ave,950,115,1900,2,1,700,37.2310,-80.4150,true,true,34,true,true,8-20,true,0.6,10,15,true,true,true,true,true,"East-facing apartments with morning light",["sunrise1.jpg","sunrise2.jpg"],["Morning Light","Balcony","Storage"],true,false,true,true,true,true,true,["Sunrise Security","Well-lit"],80,85,88
31,The Oaks,362 Oak St,1200,150,2400,2,2,850,37.2340,-80.4180,true,true,36,true,true,8-22,true,0.9,14,18,true,false,true,true,true,"Oak-surrounded apartments with mature trees",["oaks1.jpg","oaks2.jpg"],["Mature Trees","Patio","Storage"],true,false,true,true,true,true,true,["Oak Security","Natural"],85,80,85
32,The Pines II,473 Pine Ave,1050,125,2100,2,1,750,37.2310,-80.4150,true,true,34,true,true,8-20,true,0.6,10,15,true,false,true,true,true,"Second location of pine-surrounded apartments",["pines2-1.jpg","pines2-2.jpg"],["Nature Trail","BBQ Area","Storage"],true,false,true,true,true,true,true,["Natural Security","Well-lit"],82,85,88
33,The Gardens II,584 Garden Way,900,110,1800,1,1,600,37.2290,-80.4130,true,false,34,true,false,9-18,true,0.5,8,12,true,true,true,true,true,"Second location of garden apartments",["gardens2-1.jpg","gardens2-2.jpg"],["Private Garden","Composting","Green Roof"],true,false,true,true,true,true,true,["Garden Security","Eco-friendly"],80,90,92
34,The Plaza II,695 Plaza Dr,1350,170,2700,2,2,900,37.2350,-80.4190,true,true,36,true,true,8-22,true,1.1,16,20,true,false,true,true,true,"Second location of plaza apartments",["plaza2-1.jpg","plaza2-2.jpg"],["Shopping Access","Gym","Lounge"],true,false,true,true,true,true,true,["Plaza Security","CCTV"],88,75,80
35,The Heights II,806 Height Ave,1500,190,3000,3,2,1100,37.2370,-80.4210,true,true,36,true,true,8-20,true,1.3,18,25,true,false,true,true,true,"Second location of high-rise apartments",["heights2-1.jpg","heights2-2.jpg"],["Panoramic Views","Rooftop","Gym"],true,false,true,true,true,true,true,["Height Security","CCTV"],90,75,80
36,The Meadows II,917 Meadow Ln,950,115,1900,2,1,750,37.2280,-80.4120,true,false,34,true,false,9-19,true,0.8,12,18,true,true,true,true,true,"Second location of meadow-view apartments",["meadow2-1.jpg","meadow2-2.jpg"],["Meadow Access","Patio","Garden"],true,false,true,true,true,true,true,["Meadow Security","Natural"],78,85,90
37,The Commons III,128 Commons Blvd,750,95,1500,1,1,500,37.2260,-80.4120,true,false,30,false,false,9-17,false,0.3,5,8,true,true,true,false,true,"Third location of shared living spaces",["commons3-1.jpg","commons3-2.jpg"],["Common Kitchen","Study Room","Laundry"],false,false,true,true,false,true,true,["Community Security"],70,95,95
38,The Pines III,239 Pine St,1050,125,2100,2,1,750,37.2310,-80.4150,true,true,34,true,true,8-20,true,0.6,10,15,true,false,true,true,true,"Third location of pine-surrounded apartments",["pines3-1.jpg","pines3-2.jpg"],["Nature Trail","BBQ Area","Storage"],true,false,true,true,true,true,true,["Natural Security","Well-lit"],82,85,88
39,The Gardens III,350 Garden Ave,900,110,1800,1,1,600,37.2290,-80.4130,true,false,34,true,false,9-18,true,0.5,8,12,true,true,true,true,true,"Third location of garden apartments",["gardens3-1.jpg","gardens3-2.jpg"],["Private Garden","Composting","Green Roof"],true,false,true,true,true,true,true,["Garden Security","Eco-friendly"],80,90,92
40,The Plaza III,461 Plaza Way,1350,170,2700,2,2,900,37.2350,-80.4190,true,true,36,true,true,8-22,true,1.1,16,20,true,false,true,true,true,"Third location of plaza apartments",["plaza3-1.jpg","plaza3-2.jpg"],["Shopping Access","Gym","Lounge"],true,false,true,true,true,true,true,["Plaza Security","CCTV"],88,75,80
41,The Heights III,572 Height Blvd,1500,190,3000,3,2,1100,37.2370,-80.4210,true,true,36,true,true,8-20,true,1.3,18,25,true,false,true,true,true,"Third location of high-rise apartments",["heights3-1.jpg","heights3-2.jpg"],["Panoramic Views","Rooftop","Gym"],true,false,true,true,true,true,true,["Height Security","CCTV"],90,75,80
42,The Meadows III,683 Meadow Ave,950,115,1900,2,1,750,37.2280,-80.4120,true,false,34,true,false,9-19,true,0.8,12,18,true,true,true,true,true,"Third location of meadow-view apartments",["meadow3-1.jpg","meadow3-2.jpg"],["Meadow Access","Patio","Garden"],true,false,true,true,true,true,true,["Meadow Security","Natural"],78,85,90
43,The Commons IV,794 Commons St,750,95,1500,1,1,500,37.2260,-80.4120,true,false,30,false,false,9-17,false,0.3,5,8,true,true,true,false,true,"Fourth location of shared living spaces",["commons4-1.jpg","commons4-2.jpg"],["Common Kitchen","Study Room","Laundry"],false,false,true,true,false,true,true,["Community Security"],70,95,95
44,The Pines IV,905 Pine Way,1050,125,2100,2,1,750,37.2310,-80.4150,true,true,34,true,true,8-20,true,0.6,10,15,true,false,true,true,true,"Fourth location of pine-surrounded apartments",["pines4-1.jpg","pines4-2.jpg"],["Nature Trail","BBQ Area","Storage"],true,false,true,true,true,true,true,["Natural Security","Well-lit"],82,85,88
45,The Gardens IV,116 Garden Blvd,900,110,1800,1,1,600,37.2290,-80.4130,true,false,34,true,false,9-18,true,0.5,8,12,true,true,true,true,true,"Fourth location of garden apartments",["gardens4-1.jpg","gardens4-2.jpg"],["Private Garden","Composting","Green Roof"],true,false,true,true,true,true,true,["Garden Security","Eco-friendly"],80,90,92
46,The Plaza IV,227 Plaza St,1350,170,2700,2,2,900,37.2350,-80.4190,true,true,36,true,true,8-22,true,1.1,16,20,true,false,true,true,true,"Fourth location of plaza apartments",["plaza4-1.jpg","plaza4-2.jpg"],["Shopping Access","Gym","Lounge"],true,false,true,true,true,true,true,["Plaza Security","CCTV"],88,75,80
47,The Heights IV,338 Height Ave,1500,190,3000,3,2,1100,37.2370,-80.4210,true,true,36,true,true,8-20,true,1.3,18,25,true,false,true,true,true,"Fourth location of high-rise apartments",["heights4-1.jpg","heights4-2.jpg"],["Panoramic Views","Rooftop","Gym"],true,false,true,true,true,true,true,["Height Security","CCTV"],90,75,80
48,The Meadows IV,449 Meadow Blvd,950,115,1900,2,1,750,37.2280,-80.4120,true,false,34,true,false,9-19,true,0.8,12,18,true,true,true,true,true,"Fourth location of meadow-view apartments",["meadow4-1.jpg","meadow4-2.jpg"],["Meadow Access","Patio","Garden"],true,false,true,true,true,true,true,["Meadow Security","Natural"],78,85,90
49,The Commons V,560 Commons Way,750,95,1500,1,1,500,37.2260,-80.4120,true,false,30,false,false,9-17,false,0.3,5,8,true,true,true,false,true,"Fifth location of shared living spaces",["commons5-1.jpg","commons5-2.jpg"],["Common Kitchen","Study Room","Laundry"],false,false,true,true,false,true,true,["Community Security"],70,95,95
50,The Pines V,671 Pine Blvd,1050,125,2100,2,1,750,37.2310,-80.4150,true,true,34,true,true,8-20,true,0.6,10,15,true,false,true,true,true,"Fifth location of pine-surrounded apartments",["pines5-1.jpg","pines5-2.jpg"],["Nature Trail","BBQ Area","Storage"],true,false,true,true,true,true,true,["Natural Security","Well-lit"],82,85,88
